TITLE,CATEGORY,PUBLISHER,HOSTNAME
Fifty Shades of Grey's Dakota Johnson Plans A Bigger Splash,e,ComingSoon.net,www.comingsoon.net
About Philip Morris International Inc.,b,Business Wire \(press release\),www.businesswire.com
Obama Beefs Up Equal Pay Protections,b,Fox Business,www.foxbusiness.com
"Wall Street trades up as US inflation data lift dollar, Treasury yields",b,Zee News,zeenews.india.com
Word on the Street: Taco Bell launches new breakfast menu,b,News 12 Brooklyn,brooklyn.news12.com
Could your electronic devices be giving you rashes?,m,fox4kc.com,fox4kc.com
Khloe Kardashian Works Out with Rob in New 'Keeping Up' Clip,e,Just Jared,www.justjared.com
"'The Voice' Recap: Season 6 Battle Rounds, Part 2",e,Starpulse.com,www.starpulse.com
"Ryan Gosling, Eva Mendes Pregnant? [RUMORS] 'Place Beyond The Pines  ...",e,Mstarz,www.mstarz.com
Shanghai Oriental Joint Venture to Push PS4 Sales in China,t,The News Ledge,www.newsledge.com
New designer Google Glass headsets revealed,t,PC Pro,www.pcpro.co.uk
Justin Bieber wants 'open relationship' with Selena Gomez,e,Channel 24,www.channel24.co.za
"News Scan for Apr 10, 2014",m,CIDRAP,www.cidrap.umn.edu
"Destiny Dev Diary Looks at Armour, Customisation, Loot and More",t,XboxAchievements,www.xboxachievements.com
Once-forbidden fruit,b,The Economist \(blog\),www.economist.com
Your View,t,Sunderland Echo,www.sunderlandecho.com
"Sony CEO, Execs Taking 50% Pay Cut, Losing Bonuses",b,IGN,www.ign.com
Robert Pattinson - Robert Pattinson says heavy saliva makes him lie,e,Contactmusic.com,www.contactmusic.com
Pending home sales down 10.5% from February 2013,b,Housing Wire,www.housingwire.com
Objects turn up in new Malaysia jetliner search,b,NECN,www.necn.com
Samsung Galaxy Note 4 Release Date: Device Specifications Could be Similar  ...,t,"International Business Times, India Edition",www.ibtimes.co.in
"Google I/O 2014: Google Fit, a platform for tracking health and fitness",t,Softonic EN,news.en.softonic.com
The End Of The Correction-Less Fantasy Land,b,Wall Street Sector Selector,www.wallstreetsectorselector.com
"Yet another Twitter exec, Chloe Sladden leaves",b,WRAL Tech Wire,wraltechwire.com
The New Apple MacBook Pros Are Already Out In The Wild!,t,Gizmodo India,www.gizmodo.in
Breaking News and Exciting Changes for Marvel's THOR,e,Nuke The Fridge,nukethefridge.com
US warns of allergic reactions with acne products,m,10TV,www.10tv.com
"Coldwater Creek Files for Bankruptcy Protection, Going Out of Business",b,WDIO-TV,www.wdio.com
Why Oracle's Stock Should Reach $45 on the Micros Systems Acquisition,t,TheStreet.com,www.thestreet.com
No Quick Fixes For I-495 Bridge In Wilmington As Investigation Continues,b,CBS Local,philadelphia.cbslocal.com
'Mrs. Doubtfire' Cast Reluctant For Sequel: A Cash Cow For Robin Williams?,e,Contactmusic.com,www.contactmusic.com
"US jury hits Takeda, Eli Lilly with a whopping US$9 billion penalty",b,China Post,www.chinapost.com.tw
Samsung Launches GALAXY Tab S Priced at $399 and $499,t,Techtree.com,www.techtree.com
Friendly Hackers Thwart Samsung Galaxy S5 Fingerprint Scanner,t,Fashion Times,www.fashiontimes.com
McDonald's Wants You to Come for Free Coffee,b,Slate Magazine \(blog\),www.slate.com
NASA Satellite LADEE Crashes Into The Moon Friday As Planned,t,iScienceTimes.com,www.isciencetimes.com
West Nile Virus Discovered in Harborcreek Township,m,ErieTVNews,www.erietvnews.com
Jack White Releases New Song for Upcoming Album 'Lazaretto',e,Rolling Stone South Africa,www.rollingstone.co.za
Another case for bilingualism: healthy brain aging,m,Yahoo Philippines News,ph.celebrity.yahoo.com
Another Major Recall announced by General Motors,t,The FA Daily,thefadaily.com
Disney Files Patents To Use Drones In Park Shows,b,TechCrunch,techcrunch.com
Google share price: Q1 revenue misses estimates as CPC continues to fall,b,iNVEZZ,invezz.com
Former QB Jim Kelly Won't Undergo Cancer Surgery,m,KOLO,www.kolotv.com
E-Cigarette Liquid Poisonings on Rise in Alabama,m,whnt.com,whnt.com
Pregnant women at higher risk for car crashes,m,TheChronicleHerald.ca,thechronicleherald.ca
Netflix Rolling Out 4K Video Streaming,t,PC Magazine,www.pcmag.com
"GM's Faulty Ignition Switch Made in China, Ikea Raises US Minimum Wage  ...",t,Spend Matters,spendmatters.com
Johansson knows 'the Widow always wins',e,Wilkes Barre Times-Leader,timesleader.com
Jobless Claims at Lowest Level in 7 Years,b,WLTX.com,www.wltx.com
Hospitals Plot the End of Insurance Companies,b,The Fiscal Times,www.thefiscaltimes.com
Mystery island pops up on Saturn's moon,t,Science  AAAS,news.sciencemag.org
Robert Downey Jr. has announced he is going to be a dad again.,e,BBC News,www.bbc.co.uk
US stock market sags on weak manufacturing data,b,ABC Online,www.abc.net.au
Excessive drinking kills 1 in 10 working-age adults,m,CW39 NewsFix,newsfixnow.com
"'Mad Men' Review: ""The Runaways""",e,ScreenCrush,screencrush.com
Greeting to health,m,The Hindu,www.thehindu.com
Forget the XPocalypse: Sticking with Windows XP can be a smart move,t,Computerworld \(blog\),blogs.computerworld.com
"Amazon Giving Employees $5000 To Quit? - Spokane, North Idaho News  ...",b,KHQ Right Now,www.khq.com
Big Bang Theory renewed for 3 more seasons,e,RTE.ie,www.rte.ie
Colorado's American Green Unveils a Cannabis Vending Machine,b,Creativity,creativity-online.com
Octopus Mother Protects Her Eggs for an Astonishing 4.5 Years,t,NDTV,www.ndtv.com
Scientists Record Breakthrough In Cancer Cure,m,Leadership Newspapers,leadership.ng
Study: Fist Bumps Could Cut Transmission of Germs,m,Newsmax.com,www.newsmax.com
Tokyo stocks rise 0.39 pct on hopes for strong corporate results,b,GlobalPost,www.globalpost.com
"Alibaba expands its reach outside China, invests $215 million in US TangoMe Inc.",b,Binary Tribune,www.binarytribune.com
Microsoft's net income soaring under new CEO,b,Buffalo News,www.buffalonews.com
Connor reviews 'Blended',e,WBAL Baltimore,www.wbaltv.com
Starbucks App Updated with Digital Tipping and “Shake to Pay”,b,TechnoBuffalo,www.technobuffalo.com
Kiefer Sutherland's Rep Responds to Freddie Prinze Jr.'s Accusations!,e,Latina,www.latina.com
Kim vs Khloe: The Kardashian sisters post sexy selfies within minutes of each  ...,e,Daily Mail,www.dailymail.co.uk
"Corned beef, cabbage and Irish whiskey",e,Santa Maria Times,santamariatimes.com
Cantor Fitzgerald Increases Amazon.com Price Target to $425.00 (AMZN),b,Ticker Report,tickerreport.com
S&P revises up British credit rating outlook to Stable on broadening recovery,b,Shanghai Daily \(subscription\),www.shanghaidaily.com
LG G Watch to be water and dust resistant,t,Digit,www.thinkdigit.com
The Tax Court Didn't Repeal Attorney-Client Privilege,b,Forbes,www.forbes.com
"Oregon sues makers of 5-hour Energy, says ads are deceptive",b,The Oregonian,www.oregonlive.com
"Mickey Rooney, All-American Boy For More Than 90 Years, Dies",e,KTTZ,kttz.org
LG G Watch: The upcoming Android Wear water-resistant smartwatch,t,IBNLive,ibnlive.in.com
Apple due to release the largest-ever iPad by next year,t,IFA Magazine,www.ifamagazine.com
David Letterman sits down with soon-to-be 'Late Show' replacement Stephen  ...,e,TheCelebrityCafe.com,thecelebritycafe.com
Met cancels broadcast amidst anti-Semitism row,e,Limelight Magazine,www.limelightmagazine.com.au
2014 James Beard Finalists Announced,e,ChicagoNow \(blog\),www.chicagonow.com
99 days of Quantum: American Icon Grill,b,Royal Caribbean Blog \(blog\),www.royalcaribbeanblog.com
Jerk.com Accused Of Using Facebook Profiles To Con People Into Paying To  ...,b,The Consumerist,consumerist.com
Chipotle Is Raising Its Prices For The First Time In Years,b,Businessinsider India,www.businessinsider.in
Samsung faces falling profits for third straight quarter as cheaper mobiles gain,b,Firstpost,tech.firstpost.com
Facebook's Slingshot Challenges Snapchat With 'Reply To Unlock',t,TechCrunch,techcrunch.com
RPT--Blockbuster Bakken deal may put a bit more oil in traders' hands,b,Reuters Africa,af.reuters.com
Fire Phone - The First AI Phone,t,iProgrammer,www.i-programmer.info
Dow Jones Experiences One Of Its Worst One-Day Drops For The Year,b,Bidness Etc,www.bidnessetc.com
World's first cannabis vending machine unveiled in Colorado,b,The Independent,www.independent.co.uk
The Bachelor couple: Have they called it quits?,e,SheKnows.com,www.sheknows.com
Netflix deal allows some cable customers access to 'Netflix channel',e,WGAL Lancaster,www.wgal.com
REVIEW: The November Man,e,InsideSTL,www.insidestl.com
Google Blog Link Removal Raises Concern,t,Bloomberg,www.bloomberg.com
Cambodia's central bank allows China's ICBC to start yuan clearing services,b,Global Times,www.globaltimes.cn
"Deal: Refurbished Nexus 7 (2013) 16GB for $129 From eBay, 32GB for $169",t,Droid Life,www.droid-life.com
Nvidia and IBM unveil NVLink interconnect between CPUs and GPUs,t,The Next Web,thenextweb.com
Big Bang 'inflation' evidence found,t,Columbus Dispatch,www.dispatch.com
E-Cigs' liquid refill bad for health,m,WEAR,www.weartv.com
"Bruno Mars, Brad Pitt Share Stage In New Orleans",e,The Inquisitr,www.inquisitr.com
Colon cancer down 30 percent in last 10 years,m,WTHR,www.wthr.com
'Dancing With the Stars' 2014: A win finally for the show's bad boy,e,The Post-Standard,www.syracuse.com
Gay pride parades step off across US,e,Press Herald,www.pressherald.com
Two tobacco stocks fall as merger talks go on,b,USA TODAY,americasmarkets.usatoday.com
Coachella Valley Music and Arts Festival,e,Timesonline.com,www.timesonline.com
New Posters and Promo Clips for Disney's Maleficent Starring Angelina Jolie,e,HeyUGuys,www.heyuguys.co.uk
"Federal Reserve Chair Janet Yellen to speak at Washington D.C., National  ...",b,DigitalJournal.com,www.digitaljournal.com
Beyoncé announces 'On the Run' summer tour with Jay Z,e,Newsday,www.newsday.com
'Girls Meets World' first trailer released by Disney,e,Reality TV World,www.realitytvworld.com
Sandra Bullock Reportedly Met Her Intruder Face-To-Face Inside Her Home,e,Contactmusic.com,www.contactmusic.com
Who Got Voted Off 'The Voice'? Top 10 Revealed!,e,Just Jared,www.justjared.com
Vodafone Group plc Buys Spain's Ono For £6bn,b,The Motley Fool UK,www.fool.co.uk
S&P 500 - Potential Major Shift In Sentiment Seen,b,Seeking Alpha,seekingalpha.com
World Maker Faire New York 2013,e,Fora.tv \(blog\),blog.fora.tv
'How to Train Your Dragon 2': Fire breathing fun,e,WDIV Detroit,www.clickondetroit.com
Gas Price Rises as Iraq Crisis Drives Up Cost of Oil,t,Moneynews,www.moneynews.com
"Meteor Shower Could Be A ""Meteor Storm"" Tonight",t,Brevard Times,space.brevardtimes.com
'Captain America' sets April record with $96.2M,e,News-Herald.com,www.news-herald.com
Report: Census overhaul will obscure ObamaCare effects,b,The Hill \(blog\),thehill.com
1 dead after shuttle bus overturns on I-95 in Va.,b,WRCB-TV,www.wrcbtv.com
"Apple, Google settle patent battle",t,Business Standard,www.business-standard.com
Battle for Alstom's energy division sends Indian units stock price soaring,b,Hindu Business Line,www.thehindubusinessline.com
2014 Country Music Hall of Fame Inductees,e,Music Times,www.musictimes.com
Insider: Gwyneth Paltrow won't join Coldplay on tour,e,azcentral.com,www.azcentral.com
Morning Market Movers,b,Benzinga,www.benzinga.com
Boston Globe: Judge Orders DCF to Return Justina Pelletier to Parents,m,Boston.com,www.boston.com
HTC Officially Announces All New One After Months Of Leaks,t,PhoneNews.com,www.phonenews.com
"EUROPE MARKETS: European Stocks Gain Ahead Of ECB, BOE Calls",b,Capital.gr \(press release\),english.capital.gr
"21st Century Fox Promotes James Murdoch to Co-COO, Names Lachlan  ...",b,Hollywood Reporter,www.hollywoodreporter.com
Foxconn And Pegatron Go On Hiring Sprees For Production Of Apple's 'iPhone 6',t,AppAdvice,appadvice.com
WWE Money in the Bank betting odds 2014: John Cena favorite to win title,b,FanSided,fansided.com
Alibaba IPO Gets The NMA Treatment,b,WebProNews,www.webpronews.com
S5's Korean debut moved forward,t,ITWeb,www.itweb.co.za
"Now That 'How I Met Your Mother' Is Over, What Will The Cast Be Up To Next?",e,Design \& Trend,www.designntrend.com
U.N. report spells out super-hard things we must do to curb warming,t,Grist,grist.org
"Netflix, Verizon reportedly reach access deal",t,MarketWatch,www.marketwatch.com
Yahoo! Receives New Coverage from Analysts at Jefferies Group (YHOO),b,Mideast Time,www.mideasttime.com
Facebook to stop spam in new News Feeds Algorithm,t,Street Register,www.streetregister.com
"Intel Q1 Shows PC Sales Stabilizing, Data Center Strong",b,Investor's Business Daily,news.investors.com
"'Midnight Rider' Filmmakers Plead Not Guilty to Manslaughter, Insist Sarah  ...",e,Fashion Times,www.fashiontimes.com
"Hercules Trailer Debuts, Immediately Trends On Facebook",e,Social News Daily,socialnewsdaily.com
SC refuses Subrata Roy's bail; lets company sell properties to raise money,b,Zee News,zeenews.india.com
Threat from Heartbleed grows as flaw found in some routers,t,Irish Times \(blog\),www.irishtimes.com
About Diabetic Macular Edema (DME),m,Virtual Press Office \(press release\),www.virtualpressoffice.com
Michael Jackson hologram lives; judge tells patent holders to beat it,e,Ars Technica,arstechnica.com
2-year-old amputee yells 'I got it' while learning to walk,m,KSLA-TV,www.ksla.com
"Police called to Selena Gomez's home over noise, report says",e,MYfoxLUBBOCK.COM,www.myfoxlubbock.com
Thor becomes woman as Marvel updates hero for female readers,e,Houston Chronicle,www.houstonchronicle.com
Australian designers to play 'major role' for Ford,t,Drive,www.drive.com.au
Olivia Palermo Weds German Model Johannes Huebl After Six Years Of Dating,e,Contactmusic.com,www.contactmusic.com
"iPhone 6 Release Date: New iPhone 6 Leaked Photos, Specs And More [Photos]",t,BostInno,bostinno.streetwise.co
Why Tesla Motors Released Its Patents,t,Motley Fool,www.fool.com
Bryan Singer's accuser names three more Hollywood insiders in sex abuse case,e,Tribute.ca,www.tribute.ca
'Fifty Shades Of Grey' Teased At CinemaCon With Romantic Clips,e,Huffington Post,www.huffingtonpost.com
"Drew Barrymore, Adam Sandler talk 'Blended'",e,KABC-TV,abc7.com
GM's 4G hotspot service for cars arrives in June,t,Pensacola News Journal,archive.pnj.com
Guardians of the Galaxy invade a host of Marvel games,e,MCV,www.mcvuk.com
4 Ways Taco Bell Breakfast is Losing to its Competitors,b,Motley Fool,www.fool.com
Taco Bell Q1 Sales Flat,b,Orange County Business Journal,www.ocbj.com
Market Update (NASDAQ:MSFT): Microsoft Puts The Cloud First With The $99  ...,t,Jutia Group,jutiagroup.com
Christina Hendricks glows at premiere of Ryan Gosling's Lost River,e,Daily Mail,www.dailymail.co.uk
Applications for jobless aid dip to four-month low,b,Tbo.com,tbo.com
"Justin Bieber Makes Like James Dean, Insists: I Don't Smoke!",e,The Hollywood Gossip,www.thehollywoodgossip.com
Yen slips in Asia amid Crimea tensions,b,China Post,www.chinapost.com.tw
NY to get $182M in Citigroup settlement,b,WGRZ-TV,www.wgrz.com
Drone Maker Titan Aerospace Is Joining Google (GOOGL): Report,t,Wall Street Pit,wallstreetpit.com
Thanos and the Infinity Gems: Where Does the Marvel Universe Stand After  ...,e,The Wire,www.thewire.com
Canadians have chance to view total lunar eclipse,t,Toronto Star,www.thestar.com
"Amazon Prime Music Arrives to Fight Spotify, Pandora",e,Tom's Guide,www.tomsguide.com
"The new HTC One review: a great phone, but no longer a game-changer",t,Engadget,www.engadget.com
The Rolf Harris conviction is a vindication of Operation Yewtree,e,The Guardian,www.theguardian.com
Beyoncé and Solange are all smiles at Gucci event! See the pics here!,e,Channel 24,www.channel24.co.za
ConAgra Foods Inc Cuts Q4 Outook; Shares Fall (CAG),b,Dividend.com,www.dividend.com
April home sales up 8.3 percent in Maine,b,Seacoastonline.com,www.seacoastonline.com
Dealpolitik: Pershing Square Sues Allergan to Clear the Fog of War,b,Wall Street Journal \(blog\),blogs.wsj.com
CBS Announces a Premiere Date for Stalker,e,Dread Central,www.dreadcentral.com
US pre-open: Stock futures sink on policy-tightening fears,b,Coutts,www.coutts.com
"Game of Thrones Might ""Need"" a Movie to Finish the Series",e,The Escapist,www.escapistmagazine.com
"#eBay, #ForceForChange, Teen stuns crowd with MJ's moves at talent show",e,WNYT,wnyt.com
